workflow_id,request_id,step_id,node_id,source_node,target_node,agent_name,guardrail_type,policy_id,text_hash,trust_boundary,risk_level,original_latency_ms,original_cost_usd,recommended_decision,reason,reused_from_step_id,safe_to_optimize,graph_path_id,path_type,protected_boundary,audit_required
wf_086,req_f3da427e,3,req_f3da427e_ComplianceAgent,PlannerAgent,ComplianceAgent,ComplianceAgent,PROMPT_ATTACK_CHECK,policy_v1,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,196.28,0.000203,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,1.0,True,req_f3da427e_p1,final,False,True
wf_086,req_f3da427e,5,req_f3da427e_SummarizerAgent,ComplianceAgent,SummarizerAgent,SummarizerAgent,PROMPT_ATTACK_CHECK,policy_v1,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,180.11,0.000218,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,3.0,True,req_f3da427e_p1,final,False,True
wf_086,req_f3da427e,9,req_f3da427e_ComplianceAgent,PlannerAgent,ComplianceAgent,ComplianceAgent,GROUNDING_CHECK,policy_v1,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,227.64,0.000329,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,7.0,True,req_f3da427e_p1,final,False,True
wf_086,req_f3da427e,11,req_f3da427e_SummarizerAgent,ComplianceAgent,SummarizerAgent,SummarizerAgent,GROUNDING_CHECK,policy_v1,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,low,236.59,0.000316,SKIP_REDUNDANT_WITH_AUDIT,low_risk_internal_duplicate_same_text_same_policy_previous_pass,9.0,True,req_f3da427e_p1,final,False,True
wf_087,req_0f259cef,1,req_0f259cef_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v3,2ca26547d1b5,USER_TO_AGENT,high,150.26,7.1e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,2,req_0f259cef_FinanceAgent,PlannerAgent,FinanceAgent,FinanceAgent,PII_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,high,157.98,7.1e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_0f259cef_p0,final,False,True
wf_087,req_0f259cef,3,req_0f259cef_PaymentTool,FinanceAgent,PaymentTool,PaymentTool,PII_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_TOOL,high,176.16,7.3e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,4,req_0f259cef_SummarizerAgent,PaymentTool,SummarizerAgent,SummarizerAgent,PII_CHECK,policy_v3,2ca26547d1b5,TOOL_TO_AGENT,high,141.59,7.2e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,5,req_0f259cef_FinalAnswer,SummarizerAgent,FinalAnswer,FinalAnswer,PII_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_FINAL_RESPONSE,high,165.1,6.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,6,req_0f259cef_PlannerAgent,User,PlannerAgent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v3,2ca26547d1b5,USER_TO_AGENT,high,178.69,7.3e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,7,req_0f259cef_FinanceAgent,PlannerAgent,FinanceAgent,FinanceAgent,SENSITIVE_INFO_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,high,181.73,6.2e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,6.0,False,req_0f259cef_p0,final,False,True
wf_087,req_0f259cef,8,req_0f259cef_PaymentTool,FinanceAgent,PaymentTool,PaymentTool,SENSITIVE_INFO_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_TOOL,high,192.74,6.7e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,9,req_0f259cef_SummarizerAgent,PaymentTool,SummarizerAgent,SummarizerAgent,SENSITIVE_INFO_CHECK,policy_v3,2ca26547d1b5,TOOL_TO_AGENT,high,196.96,6.8e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_087,req_0f259cef,10,req_0f259cef_FinalAnswer,SummarizerAgent,FinalAnswer,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v3,2ca26547d1b5,AGENT_TO_FINAL_RESPONSE,high,159.76,7.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_0f259cef_p0,final,True,False
wf_088,req_c4a1fed5,1,req_c4a1fed5_PlannerAgent,User,PlannerAgent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v2,2ca26547d1b5,USER_TO_AGENT,high,302.45,0.000292,KEEP,protected_trust_boundary_always_kept,,False,req_c4a1fed5_p0,final,True,False
wf_088,req_c4a1fed5,2,req_c4a1fed5_AgentA,PlannerAgent,AgentA,AgentA,PROMPT_ATTACK_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,high,281.74,0.000308,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_c4a1fed5_p0,final,False,True
wf_088,req_c4a1fed5,3,req_c4a1fed5_AgentB,AgentA,AgentB,AgentB,PROMPT_ATTACK_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,high,219.13,0.0003,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_c4a1fed5_p0,final,False,True
wf_088,req_c4a1fed5,4,req_c4a1fed5_AgentC,AgentB,AgentC,AgentC,PROMPT_ATTACK_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_AGENT_INTERNAL,high,252.95,0.000274,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,3.0,False,req_c4a1fed5_p0,final,False,True
wf_088,req_c4a1fed5,5,req_c4a1fed5_FinalAnswer,AgentC,FinalAnswer,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v2,2ca26547d1b5,AGENT_TO_FINAL_RESPONSE,high,298.9,0.000328,KEEP,protected_trust_boundary_always_kept,,False,req_c4a1fed5_p0,final,True,False
wf_089,req_2b251219,1,req_2b251219_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v3,9c949bfb5eea,USER_TO_AGENT,high,167.42,6.5e-05,KEEP,protected_trust_boundary_always_kept,,False,req_2b251219_p0,final,True,False
wf_089,req_2b251219,2,req_2b251219_RetrievalAgent,PlannerAgent,RetrievalAgent,RetrievalAgent,PII_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,high,161.19,6.3e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_2b251219_p0,final,False,True
wf_089,req_2b251219,3,req_2b251219_ComplianceAgent,RetrievalAgent,ComplianceAgent,ComplianceAgent,PII_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,high,153.31,6.8e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_2b251219_p0,final,False,True
wf_089,req_2b251219,4,req_2b251219_FinalAnswer,ComplianceAgent,FinalAnswer,FinalAnswer,PII_CHECK,policy_v3,9c949bfb5eea,AGENT_TO_FINAL_RESPONSE,high,134.17,7.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_2b251219_p0,final,True,False
wf_090,req_ded18b29,1,req_ded18b29_PlannerAgent,User,PlannerAgent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v1,d411348d672f,USER_TO_AGENT,medium,193.44,0.000234,KEEP,protected_trust_boundary_always_kept,,False,req_ded18b29_p0,final,True,False
wf_090,req_ded18b29,2,req_ded18b29_MarketDataTool,PlannerAgent,MarketDataTool,MarketDataTool,PROMPT_ATTACK_CHECK,policy_v1,d411348d672f,AGENT_TO_TOOL,medium,234.83,0.000274,KEEP,protected_trust_boundary_always_kept,,False,req_ded18b29_p0,final,True,False
wf_090,req_ded18b29,4,req_ded18b29_AggregatorAgent,MarketDataTool,AggregatorAgent,AggregatorAgent,PROMPT_ATTACK_CHECK,policy_v1,d411348d672f,TOOL_TO_AGENT,medium,184.9,0.000276,KEEP,protected_trust_boundary_always_kept,,False,req_ded18b29_p0,final,True,False
wf_090,req_ded18b29,6,req_ded18b29_ComplianceAgent,AggregatorAgent,ComplianceAgent,ComplianceAgent,PROMPT_ATTACK_CHECK,policy_v3,d411348d672f,AGENT_TO_AGENT_INTERNAL,medium,233.51,0.000265,KEEP,policy_drift_since_previous_check,,False,req_ded18b29_p0,final,False,False
wf_090,req_ded18b29,7,req_ded18b29_FinalAnswer,ComplianceAgent,FinalAnswer,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,d411348d672f,AGENT_TO_FINAL_RESPONSE,medium,230.8,0.000247,KEEP,protected_trust_boundary_always_kept,,False,req_ded18b29_p0,final,True,False
wf_090,req_ded18b29,3,req_ded18b29_RiskModelTool,PlannerAgent,RiskModelTool,RiskModelTool,PROMPT_ATTACK_CHECK,policy_v1,d411348d672f,AGENT_TO_TOOL,medium,239.81,0.000265,KEEP,protected_trust_boundary_always_kept,,False,req_ded18b29_p1,final,True,False
wf_090,req_ded18b29,5,req_ded18b29_AggregatorAgent,RiskModelTool,AggregatorAgent,AggregatorAgent,PROMPT_ATTACK_CHECK,policy_v1,d411348d672f,TOOL_TO_AGENT,medium,212.74,0.000239,KEEP,protected_trust_boundary_always_kept,,False,req_ded18b29_p1,final,True,False
wf_091,req_54813445,1,req_54813445_PlannerAgent,User,PlannerAgent,PlannerAgent,GROUNDING_CHECK,policy_v1,878d18e94f35,USER_TO_AGENT,low,272.76,0.000307,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,2,req_54813445_CodeGenTool,PlannerAgent,CodeGenTool,CodeGenTool,GROUNDING_CHECK,policy_v1,878d18e94f35,AGENT_TO_TOOL,low,322.2,0.000291,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,3,req_54813445_ReviewerAgent,CodeGenTool,ReviewerAgent,ReviewerAgent,GROUNDING_CHECK,policy_v1,d411348d672f,TOOL_TO_AGENT,low,272.62,0.000282,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,4,req_54813445_FinalAnswer,ReviewerAgent,FinalAnswer,FinalAnswer,GROUNDING_CHECK,policy_v1,d411348d672f,AGENT_TO_FINAL_RESPONSE,low,222.33,0.000275,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,5,req_54813445_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v1,878d18e94f35,USER_TO_AGENT,low,115.24,5.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,6,req_54813445_CodeGenTool,PlannerAgent,CodeGenTool,CodeGenTool,PII_CHECK,policy_v1,878d18e94f35,AGENT_TO_TOOL,low,125.34,5.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,7,req_54813445_ReviewerAgent,CodeGenTool,ReviewerAgent,ReviewerAgent,PII_CHECK,policy_v1,9c949bfb5eea,TOOL_TO_AGENT,low,105.12,4.6e-05,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_091,req_54813445,8,req_54813445_FinalAnswer,ReviewerAgent,FinalAnswer,FinalAnswer,PII_CHECK,policy_v1,9c949bfb5eea,AGENT_TO_FINAL_RESPONSE,low,131.0,4.9e-05,KEEP,protected_trust_boundary_always_kept,,False,req_54813445_p0,final,True,False
wf_092,req_b5d33da7,1,req_b5d33da7_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v2,d07b08655a8f,USER_TO_AGENT,high,164.67,6.5e-05,KEEP,protected_trust_boundary_always_kept,,False,req_b5d33da7_p0,final,True,False
wf_092,req_b5d33da7,2,req_b5d33da7_TriageAgent,PlannerAgent,TriageAgent,TriageAgent,PII_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,131.75,7.2e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_b5d33da7_p0,final,False,True
wf_092,req_b5d33da7,3,req_b5d33da7_ComplianceAgent,TriageAgent,ComplianceAgent,ComplianceAgent,PII_CHECK,policy_v2,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,142.37,6.6e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_b5d33da7_p0,final,False,True
wf_092,req_b5d33da7,4,req_b5d33da7_FinalAnswer,ComplianceAgent,FinalAnswer,FinalAnswer,PII_CHECK,policy_v2,d07b08655a8f,AGENT_TO_FINAL_RESPONSE,high,132.94,7e-05,KEEP,protected_trust_boundary_always_kept,,False,req_b5d33da7_p0,final,True,False
wf_093,req_c434e8d8,1,req_c434e8d8_PlannerAgent,User,PlannerAgent,PlannerAgent,GROUNDING_CHECK,policy_v1,d07b08655a8f,USER_TO_AGENT,high,359.87,0.000414,KEEP,protected_trust_boundary_always_kept,,False,req_c434e8d8_p0,final,True,False
wf_093,req_c434e8d8,2,req_c434e8d8_AgentA,PlannerAgent,AgentA,AgentA,GROUNDING_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,421.9,0.000423,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_c434e8d8_p0,final,False,True
wf_093,req_c434e8d8,3,req_c434e8d8_AgentB,AgentA,AgentB,AgentB,GROUNDING_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,356.09,0.000368,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_c434e8d8_p0,final,False,True
wf_093,req_c434e8d8,4,req_c434e8d8_AgentC,AgentB,AgentC,AgentC,GROUNDING_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,393.53,0.000427,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,3.0,False,req_c434e8d8_p0,final,False,True
wf_093,req_c434e8d8,5,req_c434e8d8_AgentD,AgentC,AgentD,AgentD,GROUNDING_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,435.65,0.000419,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,4.0,False,req_c434e8d8_p0,final,False,True
wf_093,req_c434e8d8,6,req_c434e8d8_AgentE,AgentD,AgentE,AgentE,GROUNDING_CHECK,policy_v1,d07b08655a8f,AGENT_TO_AGENT_INTERNAL,high,396.71,0.000372,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,5.0,False,req_c434e8d8_p0,final,False,True
wf_093,req_c434e8d8,7,req_c434e8d8_FinalAnswer,AgentE,FinalAnswer,FinalAnswer,GROUNDING_CHECK,policy_v1,d07b08655a8f,AGENT_TO_FINAL_RESPONSE,high,346.89,0.000419,KEEP,protected_trust_boundary_always_kept,,False,req_c434e8d8_p0,final,True,False
wf_094,req_36cea73c,1,req_36cea73c_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v3,3c072b9c5c28,USER_TO_AGENT,medium,150.48,6.2e-05,KEEP,protected_trust_boundary_always_kept,,False,req_36cea73c_o0,orphan_branch,True,False
wf_094,req_36cea73c,2,req_36cea73c_AgentA,PlannerAgent,AgentA,AgentA,PII_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,medium,123.75,5.6e-05,HUMAN_REVIEW_REQUIRED,conflicting_guardrail_results,1.0,False,req_36cea73c_o0,orphan_branch,False,True
wf_094,req_36cea73c,3,req_36cea73c_AgentB,AgentA,AgentB,AgentB,PII_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,medium,126.68,6.1e-05,KEEP,previous_result_WARN_not_reusable,,False,req_36cea73c_o0,orphan_branch,False,False
wf_094,req_36cea73c,4,req_36cea73c_AgentC,AgentB,AgentC,AgentC,PII_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,medium,136.52,5.3e-05,KEEP,orphan_branch_dead_end_conservatively_kept;medium_risk_internal_duplicate_reuse_prior_decision,3.0,False,req_36cea73c_o0,orphan_branch,False,False
wf_094,req_36cea73c,5,req_36cea73c_AgentD,AgentC,AgentD,AgentD,PII_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,medium,157.15,6e-05,KEEP,orphan_branch_dead_end_conservatively_kept;medium_risk_internal_duplicate_reuse_prior_decision,4.0,False,req_36cea73c_o0,orphan_branch,False,False
wf_094,req_36cea73c,6,req_36cea73c_AgentE,AgentD,AgentE,AgentE,PII_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,medium,109.34,5.8e-05,KEEP,orphan_branch_dead_end_conservatively_kept;medium_risk_internal_duplicate_reuse_prior_decision,5.0,False,req_36cea73c_o0,orphan_branch,False,False
wf_094,req_36cea73c,-1,req_36cea73c_FinalAnswer_boundary_gap,?,FinalAnswer,FinalAnswer,PII_CHECK,,,AGENT_TO_FINAL_RESPONSE,unknown,0.0,0.0,MOVE_TO_BOUNDARY,no_guardrail_check_found_on_agent_to_final_response_boundary,,False,req_36cea73c_p0,boundary_gap,True,True
wf_095,req_56b01cb9,1,req_56b01cb9_PlannerAgent,User,PlannerAgent,PlannerAgent,TOXICITY_CHECK,policy_v3,3c072b9c5c28,USER_TO_AGENT,high,159.79,0.000324,KEEP,protected_trust_boundary_always_kept,,False,req_56b01cb9_p0,final,True,False
wf_095,req_56b01cb9,2,req_56b01cb9_AgentA,PlannerAgent,AgentA,AgentA,TOXICITY_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,187.43,0.00031,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,3,req_56b01cb9_AgentB,AgentA,AgentB,AgentB,TOXICITY_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,144.01,0.000313,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,4,req_56b01cb9_AgentC,AgentB,AgentC,AgentC,TOXICITY_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,189.53,0.000307,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,3.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,5,req_56b01cb9_AgentD,AgentC,AgentD,AgentD,TOXICITY_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,195.82,0.000303,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,4.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,6,req_56b01cb9_AgentE,AgentD,AgentE,AgentE,TOXICITY_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,177.28,0.000285,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,5.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,7,req_56b01cb9_FinalAnswer,AgentE,FinalAnswer,FinalAnswer,TOXICITY_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_FINAL_RESPONSE,high,150.05,0.000294,KEEP,protected_trust_boundary_always_kept,,False,req_56b01cb9_p0,final,True,False
wf_095,req_56b01cb9,8,req_56b01cb9_PlannerAgent,User,PlannerAgent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,USER_TO_AGENT,high,287.95,0.000309,KEEP,protected_trust_boundary_always_kept,,False,req_56b01cb9_p0,final,True,False
wf_095,req_56b01cb9,9,req_56b01cb9_AgentA,PlannerAgent,AgentA,AgentA,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,255.56,0.000332,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,8.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,10,req_56b01cb9_AgentB,AgentA,AgentB,AgentB,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,248.62,0.000309,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,9.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,11,req_56b01cb9_AgentC,AgentB,AgentC,AgentC,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,223.43,0.000323,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,10.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,12,req_56b01cb9_AgentD,AgentC,AgentD,AgentD,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,237.83,0.000327,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,11.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,13,req_56b01cb9_AgentE,AgentD,AgentE,AgentE,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_AGENT_INTERNAL,high,273.86,0.000288,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,12.0,False,req_56b01cb9_p0,final,False,True
wf_095,req_56b01cb9,14,req_56b01cb9_FinalAnswer,AgentE,FinalAnswer,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,3c072b9c5c28,AGENT_TO_FINAL_RESPONSE,high,235.14,0.000322,KEEP,protected_trust_boundary_always_kept,,False,req_56b01cb9_p0,final,True,False
wf_096,req_ebf52aa5,1,req_ebf52aa5_PlannerAgent,User,PlannerAgent,PlannerAgent,GROUNDING_CHECK,policy_v3,878d18e94f35,USER_TO_AGENT,medium,328.8,0.000331,KEEP,protected_trust_boundary_always_kept,,False,req_ebf52aa5_p0,final,True,False
wf_096,req_ebf52aa5,2,req_ebf52aa5_AgentA,PlannerAgent,AgentA,AgentA,GROUNDING_CHECK,policy_v3,878d18e94f35,AGENT_TO_AGENT_INTERNAL,medium,331.9,0.000377,KEEP,previous_result_WARN_not_reusable,,False,req_ebf52aa5_p0,final,False,False
wf_096,req_ebf52aa5,3,req_ebf52aa5_AgentB,AgentA,AgentB,AgentB,GROUNDING_CHECK,policy_v3,878d18e94f35,AGENT_TO_AGENT_INTERNAL,medium,292.71,0.000318,REUSE_PREVIOUS_DECISION,medium_risk_internal_duplicate_reuse_prior_decision,2.0,True,req_ebf52aa5_p0,final,False,True
wf_096,req_ebf52aa5,4,req_ebf52aa5_AgentC,AgentB,AgentC,AgentC,GROUNDING_CHECK,policy_v3,878d18e94f35,AGENT_TO_AGENT_INTERNAL,medium,322.4,0.000357,REUSE_PREVIOUS_DECISION,medium_risk_internal_duplicate_reuse_prior_decision,3.0,True,req_ebf52aa5_p0,final,False,True
wf_096,req_ebf52aa5,5,req_ebf52aa5_FinalAnswer,AgentC,FinalAnswer,FinalAnswer,GROUNDING_CHECK,policy_v3,878d18e94f35,AGENT_TO_FINAL_RESPONSE,medium,354.78,0.00033,KEEP,protected_trust_boundary_always_kept,,False,req_ebf52aa5_p0,final,True,False
wf_097,req_56f70cab,1,req_56f70cab_PlannerAgent,User,PlannerAgent,PlannerAgent,PII_CHECK,policy_v1,878d18e94f35,USER_TO_AGENT,high,129.59,6.4e-05,KEEP,protected_trust_boundary_always_kept,,False,req_56f70cab_p0,final,True,False
wf_097,req_56f70cab,2,req_56f70cab_RetrievalAgent,PlannerAgent,RetrievalAgent,RetrievalAgent,PII_CHECK,policy_v1,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,134.92,6.2e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_56f70cab_p0,final,False,True
wf_097,req_56f70cab,4,req_56f70cab_SummarizerAgent,RetrievalAgent,SummarizerAgent,SummarizerAgent,PII_CHECK,policy_v1,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,140.34,7.1e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_56f70cab_p0,final,False,True
wf_097,req_56f70cab,6,req_56f70cab_FinalAnswer,SummarizerAgent,FinalAnswer,FinalAnswer,PII_CHECK,policy_v1,878d18e94f35,AGENT_TO_FINAL_RESPONSE,high,170.4,6.3e-05,KEEP,protected_trust_boundary_always_kept,,False,req_56f70cab_p0,final,True,False
wf_097,req_56f70cab,3,req_56f70cab_ComplianceAgent,PlannerAgent,ComplianceAgent,ComplianceAgent,PII_CHECK,policy_v1,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,174.58,6.2e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_56f70cab_p1,final,False,True
wf_097,req_56f70cab,5,req_56f70cab_SummarizerAgent,ComplianceAgent,SummarizerAgent,SummarizerAgent,PII_CHECK,policy_v1,878d18e94f35,AGENT_TO_AGENT_INTERNAL,high,148.89,6.6e-05,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,3.0,False,req_56f70cab_p1,final,False,True
wf_098,req_94a1a97e,1,req_94a1a97e_PlannerAgent,User,PlannerAgent,PlannerAgent,TOXICITY_CHECK,policy_v2,9c949bfb5eea,USER_TO_AGENT,high,149.2,0.000315,KEEP,protected_trust_boundary_always_kept,,False,req_94a1a97e_p0,final,True,False
wf_098,req_94a1a97e,2,req_94a1a97e_RetrievalAgent,PlannerAgent,RetrievalAgent,RetrievalAgent,TOXICITY_CHECK,policy_v2,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,high,162.14,0.000299,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,1.0,False,req_94a1a97e_p0,final,False,True
wf_098,req_94a1a97e,3,req_94a1a97e_AnalysisAgent,RetrievalAgent,AnalysisAgent,AnalysisAgent,TOXICITY_CHECK,policy_v2,9c949bfb5eea,AGENT_TO_AGENT_INTERNAL,high,175.54,0.000289,HUMAN_REVIEW_REQUIRED,high_risk_duplicate_requires_human_review,2.0,False,req_94a1a97e_p0,final,False,True
wf_098,req_94a1a97e,4,req_94a1a97e_FinalAnswer,AnalysisAgent,FinalAnswer,FinalAnswer,TOXICITY_CHECK,policy_v2,9c949bfb5eea,AGENT_TO_FINAL_RESPONSE,high,147.73,0.000283,KEEP,protected_trust_boundary_always_kept,,False,req_94a1a97e_p0,final,True,False
wf_098,req_94a1a97e,5,req_94a1a97e_PlannerAgent,User,PlannerAgent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v2,9c949bfb5eea,USER_TO_AGENT,high,297.18,0.000311,KEEP,protected_trust_boundary_always_kept,,False,req_94a1a97e_p0,final,True,False
