node_id,workflow_id,request_id,node_name,node_type,agent_name,risk_level,input_text_hash,output_text_hash,guardrail_check_count
req_c434e8d8_PlannerAgent,wf_093,req_c434e8d8,PlannerAgent,agent,PlannerAgent,high,d07b08655a8f,d07b08655a8f,1
req_c434e8d8_AgentA,wf_093,req_c434e8d8,AgentA,agent,AgentA,high,d07b08655a8f,d07b08655a8f,1
req_c434e8d8_AgentB,wf_093,req_c434e8d8,AgentB,agent,AgentB,high,d07b08655a8f,d07b08655a8f,1
req_c434e8d8_AgentC,wf_093,req_c434e8d8,AgentC,agent,AgentC,high,d07b08655a8f,d07b08655a8f,1
req_c434e8d8_AgentD,wf_093,req_c434e8d8,AgentD,agent,AgentD,high,d07b08655a8f,d07b08655a8f,1
req_c434e8d8_AgentE,wf_093,req_c434e8d8,AgentE,agent,AgentE,high,d07b08655a8f,d07b08655a8f,1
req_c434e8d8_FinalAnswer,wf_093,req_c434e8d8,FinalAnswer,final,FinalAnswer,high,d07b08655a8f,d07b08655a8f,1
req_36cea73c_User,wf_094,req_36cea73c,User,user,User,medium,3c072b9c5c28,3c072b9c5c28,0
req_36cea73c_PlannerAgent,wf_094,req_36cea73c,PlannerAgent,agent,PlannerAgent,medium,3c072b9c5c28,3c072b9c5c28,1
req_36cea73c_AgentA,wf_094,req_36cea73c,AgentA,agent,AgentA,medium,3c072b9c5c28,3c072b9c5c28,1
req_36cea73c_AgentB,wf_094,req_36cea73c,AgentB,agent,AgentB,medium,3c072b9c5c28,3c072b9c5c28,1
req_36cea73c_AgentC,wf_094,req_36cea73c,AgentC,agent,AgentC,medium,3c072b9c5c28,3c072b9c5c28,1
req_36cea73c_AgentD,wf_094,req_36cea73c,AgentD,agent,AgentD,medium,3c072b9c5c28,3c072b9c5c28,1
req_36cea73c_AgentE,wf_094,req_36cea73c,AgentE,agent,AgentE,medium,3c072b9c5c28,3c072b9c5c28,1
req_56b01cb9_User,wf_095,req_56b01cb9,User,user,User,high,3c072b9c5c28,3c072b9c5c28,0
req_56b01cb9_PlannerAgent,wf_095,req_56b01cb9,PlannerAgent,agent,PlannerAgent,high,3c072b9c5c28,3c072b9c5c28,2
req_56b01cb9_AgentA,wf_095,req_56b01cb9,AgentA,agent,AgentA,high,3c072b9c5c28,3c072b9c5c28,2
req_56b01cb9_AgentB,wf_095,req_56b01cb9,AgentB,agent,AgentB,high,3c072b9c5c28,3c072b9c5c28,2
req_56b01cb9_AgentC,wf_095,req_56b01cb9,AgentC,agent,AgentC,high,3c072b9c5c28,3c072b9c5c28,2
req_56b01cb9_AgentD,wf_095,req_56b01cb9,AgentD,agent,AgentD,high,3c072b9c5c28,3c072b9c5c28,2
req_56b01cb9_AgentE,wf_095,req_56b01cb9,AgentE,agent,AgentE,high,3c072b9c5c28,3c072b9c5c28,2
req_56b01cb9_FinalAnswer,wf_095,req_56b01cb9,FinalAnswer,final,FinalAnswer,high,3c072b9c5c28,3c072b9c5c28,2
req_ebf52aa5_User,wf_096,req_ebf52aa5,User,user,User,medium,878d18e94f35,878d18e94f35,0
req_ebf52aa5_PlannerAgent,wf_096,req_ebf52aa5,PlannerAgent,agent,PlannerAgent,medium,878d18e94f35,878d18e94f35,1
req_ebf52aa5_AgentA,wf_096,req_ebf52aa5,AgentA,agent,AgentA,medium,878d18e94f35,878d18e94f35,1
req_ebf52aa5_AgentB,wf_096,req_ebf52aa5,AgentB,agent,AgentB,medium,878d18e94f35,878d18e94f35,1
req_ebf52aa5_AgentC,wf_096,req_ebf52aa5,AgentC,agent,AgentC,medium,878d18e94f35,878d18e94f35,1
req_ebf52aa5_FinalAnswer,wf_096,req_ebf52aa5,FinalAnswer,final,FinalAnswer,medium,878d18e94f35,878d18e94f35,1
req_56f70cab_User,wf_097,req_56f70cab,User,user,User,high,878d18e94f35,878d18e94f35,0
req_56f70cab_PlannerAgent,wf_097,req_56f70cab,PlannerAgent,agent,PlannerAgent,high,878d18e94f35,878d18e94f35,1
req_56f70cab_RetrievalAgent,wf_097,req_56f70cab,RetrievalAgent,agent,RetrievalAgent,high,878d18e94f35,878d18e94f35,1
req_56f70cab_ComplianceAgent,wf_097,req_56f70cab,ComplianceAgent,agent,ComplianceAgent,high,878d18e94f35,878d18e94f35,1
req_56f70cab_SummarizerAgent,wf_097,req_56f70cab,SummarizerAgent,agent,SummarizerAgent,high,878d18e94f35,878d18e94f35,2
req_56f70cab_FinalAnswer,wf_097,req_56f70cab,FinalAnswer,final,FinalAnswer,high,878d18e94f35,878d18e94f35,1
req_94a1a97e_User,wf_098,req_94a1a97e,User,user,User,high,9c949bfb5eea,9c949bfb5eea,0
req_94a1a97e_PlannerAgent,wf_098,req_94a1a97e,PlannerAgent,agent,PlannerAgent,high,9c949bfb5eea,9c949bfb5eea,2
req_94a1a97e_RetrievalAgent,wf_098,req_94a1a97e,RetrievalAgent,agent,RetrievalAgent,high,9c949bfb5eea,9c949bfb5eea,2
req_94a1a97e_AnalysisAgent,wf_098,req_94a1a97e,AnalysisAgent,agent,AnalysisAgent,high,9c949bfb5eea,9c949bfb5eea,2
req_94a1a97e_FinalAnswer,wf_098,req_94a1a97e,FinalAnswer,final,FinalAnswer,high,9c949bfb5eea,9c949bfb5eea,2
req_de82520f_User,wf_099,req_de82520f,User,user,User,low,ab7232a7009e,ab7232a7009e,0
req_de82520f_PlannerAgent,wf_099,req_de82520f,PlannerAgent,agent,PlannerAgent,low,ab7232a7009e,ab7232a7009e,1
req_de82520f_SearchTool,wf_099,req_de82520f,SearchTool,tool,SearchTool,low,ab7232a7009e,ab7232a7009e,1
req_de82520f_AnalysisAgent,wf_099,req_de82520f,AnalysisAgent,agent,AnalysisAgent,low,ab7232a7009e,ab7232a7009e,1
req_de82520f_DatabaseTool,wf_099,req_de82520f,DatabaseTool,tool,DatabaseTool,low,ab7232a7009e,ab7232a7009e,1
req_de82520f_SummarizerAgent,wf_099,req_de82520f,SummarizerAgent,agent,SummarizerAgent,low,ab7232a7009e,ab7232a7009e,1
req_de82520f_FinalAnswer,wf_099,req_de82520f,FinalAnswer,final,FinalAnswer,low,ab7232a7009e,ab7232a7009e,1
req_05112bbb_User,wf_100,req_05112bbb,User,user,User,high,7c034e70c3b4,7c034e70c3b4,0
req_05112bbb_PlannerAgent,wf_100,req_05112bbb,PlannerAgent,agent,PlannerAgent,high,7c034e70c3b4,7c034e70c3b4,2
req_05112bbb_RetrievalAgent,wf_100,req_05112bbb,RetrievalAgent,agent,RetrievalAgent,high,7c034e70c3b4,7c034e70c3b4,2
req_05112bbb_ComplianceAgent,wf_100,req_05112bbb,ComplianceAgent,agent,ComplianceAgent,high,7c034e70c3b4,7c034e70c3b4,2
req_05112bbb_SummarizerAgent,wf_100,req_05112bbb,SummarizerAgent,agent,SummarizerAgent,high,7c034e70c3b4,7c034e70c3b4,4
req_05112bbb_FinalAnswer,wf_100,req_05112bbb,FinalAnswer,final,FinalAnswer,high,7c034e70c3b4,7c034e70c3b4,2
req_c6192fc5_User,wf_101,req_c6192fc5,User,user,User,high,2ca26547d1b5,2ca26547d1b5,0
req_c6192fc5_PlannerAgent,wf_101,req_c6192fc5,PlannerAgent,agent,PlannerAgent,high,2ca26547d1b5,2ca26547d1b5,1
req_c6192fc5_FinanceAgent,wf_101,req_c6192fc5,FinanceAgent,agent,FinanceAgent,high,2ca26547d1b5,2ca26547d1b5,1
req_c6192fc5_PaymentTool,wf_101,req_c6192fc5,PaymentTool,tool,PaymentTool,high,2ca26547d1b5,2ca26547d1b5,1
req_c6192fc5_SummarizerAgent,wf_101,req_c6192fc5,SummarizerAgent,agent,SummarizerAgent,high,2ca26547d1b5,2ca26547d1b5,1
req_c6192fc5_FinalAnswer,wf_101,req_c6192fc5,FinalAnswer,final,FinalAnswer,high,2ca26547d1b5,2ca26547d1b5,1
req_40b1deb1_User,wf_102,req_40b1deb1,User,user,User,medium,093b80bfb1de,093b80bfb1de,0
req_40b1deb1_PlannerAgent,wf_102,req_40b1deb1,PlannerAgent,agent,PlannerAgent,medium,093b80bfb1de,093b80bfb1de,2
req_40b1deb1_AgentA,wf_102,req_40b1deb1,AgentA,agent,AgentA,medium,093b80bfb1de,093b80bfb1de,2
req_40b1deb1_AgentB,wf_102,req_40b1deb1,AgentB,agent,AgentB,medium,093b80bfb1de,093b80bfb1de,2
req_40b1deb1_AgentC,wf_102,req_40b1deb1,AgentC,agent,AgentC,medium,093b80bfb1de,093b80bfb1de,2
req_40b1deb1_FinalAnswer,wf_102,req_40b1deb1,FinalAnswer,final,FinalAnswer,medium,093b80bfb1de,093b80bfb1de,2
req_3620bc58_User,wf_103,req_3620bc58,User,user,User,low,3c072b9c5c28,3c072b9c5c28,0
req_3620bc58_PlannerAgent,wf_103,req_3620bc58,PlannerAgent,agent,PlannerAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_3620bc58_RetrievalAgent,wf_103,req_3620bc58,RetrievalAgent,agent,RetrievalAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_3620bc58_ComplianceAgent,wf_103,req_3620bc58,ComplianceAgent,agent,ComplianceAgent,low,3c072b9c5c28,3c072b9c5c28,2
req_3620bc58_FinalAnswer,wf_103,req_3620bc58,FinalAnswer,final,FinalAnswer,low,3c072b9c5c28,3c072b9c5c28,2
req_f20afc2a_User,wf_104,req_f20afc2a,User,user,User,low,878d18e94f35,878d18e94f35,0
req_f20afc2a_PlannerAgent,wf_104,req_f20afc2a,PlannerAgent,agent,PlannerAgent,low,878d18e94f35,878d18e94f35,1
req_f20afc2a_MarketDataTool,wf_104,req_f20afc2a,MarketDataTool,tool,MarketDataTool,low,878d18e94f35,878d18e94f35,1
req_f20afc2a_RiskModelTool,wf_104,req_f20afc2a,RiskModelTool,tool,RiskModelTool,low,878d18e94f35,878d18e94f35,1
req_f20afc2a_AggregatorAgent,wf_104,req_f20afc2a,AggregatorAgent,agent,AggregatorAgent,low,878d18e94f35,878d18e94f35,2
req_f20afc2a_ComplianceAgent,wf_104,req_f20afc2a,ComplianceAgent,agent,ComplianceAgent,low,878d18e94f35,878d18e94f35,1
req_828cd493_User,wf_105,req_828cd493,User,user,User,low,093b80bfb1de,093b80bfb1de,0
req_828cd493_PlannerAgent,wf_105,req_828cd493,PlannerAgent,agent,PlannerAgent,low,093b80bfb1de,093b80bfb1de,1
req_828cd493_CodeGenTool,wf_105,req_828cd493,CodeGenTool,tool,CodeGenTool,low,093b80bfb1de,093b80bfb1de,1
req_828cd493_ReviewerAgent,wf_105,req_828cd493,ReviewerAgent,agent,ReviewerAgent,low,093b80bfb1de,7c034e70c3b4,1
req_828cd493_FinalAnswer,wf_105,req_828cd493,FinalAnswer,final,FinalAnswer,low,7c034e70c3b4,7c034e70c3b4,1
req_56ebc234_User,wf_106,req_56ebc234,User,user,User,high,2ca26547d1b5,2ca26547d1b5,0
req_56ebc234_PlannerAgent,wf_106,req_56ebc234,PlannerAgent,agent,PlannerAgent,high,2ca26547d1b5,2ca26547d1b5,2
req_56ebc234_TriageAgent,wf_106,req_56ebc234,TriageAgent,agent,TriageAgent,high,2ca26547d1b5,2ca26547d1b5,2
req_56ebc234_ComplianceAgent,wf_106,req_56ebc234,ComplianceAgent,agent,ComplianceAgent,high,2ca26547d1b5,9c949bfb5eea,2
req_56ebc234_FinalAnswer,wf_106,req_56ebc234,FinalAnswer,final,FinalAnswer,high,9c949bfb5eea,9c949bfb5eea,2
req_223586b4_User,wf_107,req_223586b4,User,user,User,high,878d18e94f35,878d18e94f35,0
req_223586b4_PlannerAgent,wf_107,req_223586b4,PlannerAgent,agent,PlannerAgent,high,878d18e94f35,878d18e94f35,1
req_223586b4_AgentA,wf_107,req_223586b4,AgentA,agent,AgentA,high,878d18e94f35,878d18e94f35,1
req_223586b4_AgentB,wf_107,req_223586b4,AgentB,agent,AgentB,high,878d18e94f35,878d18e94f35,1
req_223586b4_AgentC,wf_107,req_223586b4,AgentC,agent,AgentC,high,878d18e94f35,878d18e94f35,1
req_223586b4_AgentD,wf_107,req_223586b4,AgentD,agent,AgentD,high,878d18e94f35,878d18e94f35,1
req_223586b4_AgentE,wf_107,req_223586b4,AgentE,agent,AgentE,high,878d18e94f35,878d18e94f35,1
req_223586b4_FinalAnswer,wf_107,req_223586b4,FinalAnswer,final,FinalAnswer,high,878d18e94f35,878d18e94f35,1
req_f1df70d1_User,wf_108,req_f1df70d1,User,user,User,low,d411348d672f,d411348d672f,0
req_f1df70d1_PlannerAgent,wf_108,req_f1df70d1,PlannerAgent,agent,PlannerAgent,low,d411348d672f,d411348d672f,1
req_f1df70d1_AgentA,wf_108,req_f1df70d1,AgentA,agent,AgentA,low,d411348d672f,d411348d672f,1
req_f1df70d1_AgentB,wf_108,req_f1df70d1,AgentB,agent,AgentB,low,d411348d672f,d411348d672f,1
req_f1df70d1_AgentC,wf_108,req_f1df70d1,AgentC,agent,AgentC,low,d411348d672f,d411348d672f,1
req_f1df70d1_AgentD,wf_108,req_f1df70d1,AgentD,agent,AgentD,low,d411348d672f,d411348d672f,1
req_f1df70d1_AgentE,wf_108,req_f1df70d1,AgentE,agent,AgentE,low,d411348d672f,d411348d672f,1
req_b235aed9_User,wf_109,req_b235aed9,User,user,User,low,7c034e70c3b4,7c034e70c3b4,0
req_b235aed9_PlannerAgent,wf_109,req_b235aed9,PlannerAgent,agent,PlannerAgent,low,7c034e70c3b4,7c034e70c3b4,2
req_b235aed9_AgentA,wf_109,req_b235aed9,AgentA,agent,AgentA,low,7c034e70c3b4,7c034e70c3b4,2
req_b235aed9_AgentB,wf_109,req_b235aed9,AgentB,agent,AgentB,low,7c034e70c3b4,7c034e70c3b4,2
req_b235aed9_AgentC,wf_109,req_b235aed9,AgentC,agent,AgentC,low,7c034e70c3b4,7c034e70c3b4,2
req_b235aed9_AgentD,wf_109,req_b235aed9,AgentD,agent,AgentD,low,7c034e70c3b4,7c034e70c3b4,2
req_b235aed9_AgentE,wf_109,req_b235aed9,AgentE,agent,AgentE,low,7c034e70c3b4,7c034e70c3b4,2
req_b235aed9_FinalAnswer,wf_109,req_b235aed9,FinalAnswer,final,FinalAnswer,low,7c034e70c3b4,7c034e70c3b4,2
req_166d36f4_User,wf_110,req_166d36f4,User,user,User,high,ab7232a7009e,ab7232a7009e,0
req_166d36f4_PlannerAgent,wf_110,req_166d36f4,PlannerAgent,agent,PlannerAgent,high,ab7232a7009e,ab7232a7009e,2
req_166d36f4_AgentA,wf_110,req_166d36f4,AgentA,agent,AgentA,high,ab7232a7009e,ab7232a7009e,2
req_166d36f4_AgentB,wf_110,req_166d36f4,AgentB,agent,AgentB,high,ab7232a7009e,ab7232a7009e,2
req_166d36f4_AgentC,wf_110,req_166d36f4,AgentC,agent,AgentC,high,ab7232a7009e,ab7232a7009e,2
req_166d36f4_FinalAnswer,wf_110,req_166d36f4,FinalAnswer,final,FinalAnswer,high,ab7232a7009e,ab7232a7009e,2
req_2aa88694_User,wf_111,req_2aa88694,User,user,User,medium,1457148eef7a,1457148eef7a,0
req_2aa88694_PlannerAgent,wf_111,req_2aa88694,PlannerAgent,agent,PlannerAgent,medium,1457148eef7a,1457148eef7a,2
req_2aa88694_RetrievalAgent,wf_111,req_2aa88694,RetrievalAgent,agent,RetrievalAgent,medium,1457148eef7a,1457148eef7a,2
req_2aa88694_ComplianceAgent,wf_111,req_2aa88694,ComplianceAgent,agent,ComplianceAgent,medium,1457148eef7a,1457148eef7a,2
req_2aa88694_SummarizerAgent,wf_111,req_2aa88694,SummarizerAgent,agent,SummarizerAgent,medium,1457148eef7a,1457148eef7a,4
req_2aa88694_FinalAnswer,wf_111,req_2aa88694,FinalAnswer,final,FinalAnswer,medium,1457148eef7a,1457148eef7a,2
req_6f386b11_User,wf_112,req_6f386b11,User,user,User,low,ab7232a7009e,ab7232a7009e,0
req_6f386b11_PlannerAgent,wf_112,req_6f386b11,PlannerAgent,agent,PlannerAgent,low,ab7232a7009e,ab7232a7009e,1
req_6f386b11_RetrievalAgent,wf_112,req_6f386b11,RetrievalAgent,agent,RetrievalAgent,low,ab7232a7009e,ab7232a7009e,1
req_6f386b11_AnalysisAgent,wf_112,req_6f386b11,AnalysisAgent,agent,AnalysisAgent,low,ab7232a7009e,ab7232a7009e,1
req_6f386b11_FinalAnswer,wf_112,req_6f386b11,FinalAnswer,final,FinalAnswer,low,ab7232a7009e,ab7232a7009e,1
req_eec89e22_User,wf_113,req_eec89e22,User,user,User,medium,878d18e94f35,878d18e94f35,0
req_eec89e22_PlannerAgent,wf_113,req_eec89e22,PlannerAgent,agent,PlannerAgent,medium,878d18e94f35,878d18e94f35,1
req_eec89e22_SearchTool,wf_113,req_eec89e22,SearchTool,tool,SearchTool,medium,878d18e94f35,878d18e94f35,1
req_eec89e22_AnalysisAgent,wf_113,req_eec89e22,AnalysisAgent,agent,AnalysisAgent,medium,878d18e94f35,878d18e94f35,1
req_eec89e22_DatabaseTool,wf_113,req_eec89e22,DatabaseTool,tool,DatabaseTool,medium,878d18e94f35,d07b08655a8f,1
req_eec89e22_SummarizerAgent,wf_113,req_eec89e22,SummarizerAgent,agent,SummarizerAgent,medium,d07b08655a8f,d07b08655a8f,1
req_eec89e22_FinalAnswer,wf_113,req_eec89e22,FinalAnswer,final,FinalAnswer,medium,d07b08655a8f,d07b08655a8f,1
req_bac8ee69_User,wf_114,req_bac8ee69,User,user,User,high,ab7232a7009e,ab7232a7009e,0
req_bac8ee69_PlannerAgent,wf_114,req_bac8ee69,PlannerAgent,agent,PlannerAgent,high,ab7232a7009e,ab7232a7009e,2
req_bac8ee69_RetrievalAgent,wf_114,req_bac8ee69,RetrievalAgent,agent,RetrievalAgent,high,ab7232a7009e,ab7232a7009e,2
req_bac8ee69_ComplianceAgent,wf_114,req_bac8ee69,ComplianceAgent,agent,ComplianceAgent,high,ab7232a7009e,ab7232a7009e,2
req_bac8ee69_SummarizerAgent,wf_114,req_bac8ee69,SummarizerAgent,agent,SummarizerAgent,high,ab7232a7009e,ab7232a7009e,4
req_bac8ee69_FinalAnswer,wf_114,req_bac8ee69,FinalAnswer,final,FinalAnswer,high,ab7232a7009e,ab7232a7009e,2
req_5c15c4dd_User,wf_115,req_5c15c4dd,User,user,User,high,ab7232a7009e,ab7232a7009e,0
req_5c15c4dd_PlannerAgent,wf_115,req_5c15c4dd,PlannerAgent,agent,PlannerAgent,high,ab7232a7009e,ab7232a7009e,1
req_5c15c4dd_FinanceAgent,wf_115,req_5c15c4dd,FinanceAgent,agent,FinanceAgent,high,ab7232a7009e,ab7232a7009e,1
req_5c15c4dd_PaymentTool,wf_115,req_5c15c4dd,PaymentTool,tool,PaymentTool,high,ab7232a7009e,ab7232a7009e,1
req_5c15c4dd_SummarizerAgent,wf_115,req_5c15c4dd,SummarizerAgent,agent,SummarizerAgent,high,ab7232a7009e,ab7232a7009e,1
req_5c15c4dd_FinalAnswer,wf_115,req_5c15c4dd,FinalAnswer,final,FinalAnswer,high,ab7232a7009e,ab7232a7009e,1
req_1de20fa6_User,wf_116,req_1de20fa6,User,user,User,low,093b80bfb1de,093b80bfb1de,0
req_1de20fa6_PlannerAgent,wf_116,req_1de20fa6,PlannerAgent,agent,PlannerAgent,low,093b80bfb1de,093b80bfb1de,1
req_1de20fa6_AgentA,wf_116,req_1de20fa6,AgentA,agent,AgentA,low,093b80bfb1de,093b80bfb1de,1
req_1de20fa6_AgentB,wf_116,req_1de20fa6,AgentB,agent,AgentB,low,093b80bfb1de,9c949bfb5eea,1
req_1de20fa6_AgentC,wf_116,req_1de20fa6,AgentC,agent,AgentC,low,9c949bfb5eea,9c949bfb5eea,1
req_1de20fa6_FinalAnswer,wf_116,req_1de20fa6,FinalAnswer,final,FinalAnswer,low,9c949bfb5eea,9c949bfb5eea,1
req_99c527aa_User,wf_117,req_99c527aa,User,user,User,low,093b80bfb1de,093b80bfb1de,0
req_99c527aa_PlannerAgent,wf_117,req_99c527aa,PlannerAgent,agent,PlannerAgent,low,093b80bfb1de,093b80bfb1de,1
req_99c527aa_RetrievalAgent,wf_117,req_99c527aa,RetrievalAgent,agent,RetrievalAgent,low,093b80bfb1de,093b80bfb1de,1
req_99c527aa_ComplianceAgent,wf_117,req_99c527aa,ComplianceAgent,agent,ComplianceAgent,low,093b80bfb1de,093b80bfb1de,1
req_99c527aa_FinalAnswer,wf_117,req_99c527aa,FinalAnswer,final,FinalAnswer,low,093b80bfb1de,093b80bfb1de,1
req_be9554fc_User,wf_118,req_be9554fc,User,user,User,high,d07b08655a8f,d07b08655a8f,0
req_be9554fc_PlannerAgent,wf_118,req_be9554fc,PlannerAgent,agent,PlannerAgent,high,d07b08655a8f,d07b08655a8f,1
req_be9554fc_MarketDataTool,wf_118,req_be9554fc,MarketDataTool,tool,MarketDataTool,high,d07b08655a8f,d07b08655a8f,1
req_be9554fc_RiskModelTool,wf_118,req_be9554fc,RiskModelTool,tool,RiskModelTool,high,d07b08655a8f,d07b08655a8f,1
req_be9554fc_AggregatorAgent,wf_118,req_be9554fc,AggregatorAgent,agent,AggregatorAgent,high,d07b08655a8f,d07b08655a8f,2
req_be9554fc_ComplianceAgent,wf_118,req_be9554fc,ComplianceAgent,agent,ComplianceAgent,high,d07b08655a8f,d07b08655a8f,1
req_be9554fc_FinalAnswer,wf_118,req_be9554fc,FinalAnswer,final,FinalAnswer,high,d07b08655a8f,d07b08655a8f,1
req_a95537e9_User,wf_119,req_a95537e9,User,user,User,high,093b80bfb1de,093b80bfb1de,0
req_a95537e9_PlannerAgent,wf_119,req_a95537e9,PlannerAgent,agent,PlannerAgent,high,093b80bfb1de,093b80bfb1de,1
req_a95537e9_CodeGenTool,wf_119,req_a95537e9,CodeGenTool,tool,CodeGenTool,high,093b80bfb1de,093b80bfb1de,1
req_a95537e9_ReviewerAgent,wf_119,req_a95537e9,ReviewerAgent,agent,ReviewerAgent,high,093b80bfb1de,093b80bfb1de,1
req_a95537e9_FinalAnswer,wf_119,req_a95537e9,FinalAnswer,final,FinalAnswer,high,093b80bfb1de,093b80bfb1de,1
req_30e23b2b_User,wf_120,req_30e23b2b,User,user,User,high,2ca26547d1b5,2ca26547d1b5,0
req_30e23b2b_PlannerAgent,wf_120,req_30e23b2b,PlannerAgent,agent,PlannerAgent,high,2ca26547d1b5,2ca26547d1b5,1
req_30e23b2b_TriageAgent,wf_120,req_30e23b2b,TriageAgent,agent,TriageAgent,high,2ca26547d1b5,2ca26547d1b5,1
req_30e23b2b_ComplianceAgent,wf_120,req_30e23b2b,ComplianceAgent,agent,ComplianceAgent,high,2ca26547d1b5,2ca26547d1b5,1
req_ebb6c205_User,wf_121,req_ebb6c205,User,user,User,high,9c949bfb5eea,9c949bfb5eea,0
req_ebb6c205_PlannerAgent,wf_121,req_ebb6c205,PlannerAgent,agent,PlannerAgent,high,9c949bfb5eea,9c949bfb5eea,2
req_ebb6c205_AgentA,wf_121,req_ebb6c205,AgentA,agent,AgentA,high,9c949bfb5eea,9c949bfb5eea,2
req_ebb6c205_AgentB,wf_121,req_ebb6c205,AgentB,agent,AgentB,high,9c949bfb5eea,9c949bfb5eea,2
req_ebb6c205_AgentC,wf_121,req_ebb6c205,AgentC,agent,AgentC,high,9c949bfb5eea,9c949bfb5eea,2
req_ebb6c205_AgentD,wf_121,req_ebb6c205,AgentD,agent,AgentD,high,9c949bfb5eea,9c949bfb5eea,2
req_ebb6c205_AgentE,wf_121,req_ebb6c205,AgentE,agent,AgentE,high,9c949bfb5eea,9c949bfb5eea,2
req_ebb6c205_FinalAnswer,wf_121,req_ebb6c205,FinalAnswer,final,FinalAnswer,high,9c949bfb5eea,9c949bfb5eea,2
req_879a9c54_User,wf_122,req_879a9c54,User,user,User,low,7c034e70c3b4,7c034e70c3b4,0
req_879a9c54_PlannerAgent,wf_122,req_879a9c54,PlannerAgent,agent,PlannerAgent,low,7c034e70c3b4,7c034e70c3b4,2
req_879a9c54_AgentA,wf_122,req_879a9c54,AgentA,agent,AgentA,low,7c034e70c3b4,7c034e70c3b4,2
req_879a9c54_AgentB,wf_122,req_879a9c54,AgentB,agent,AgentB,low,7c034e70c3b4,7c034e70c3b4,2
req_879a9c54_AgentC,wf_122,req_879a9c54,AgentC,agent,AgentC,low,7c034e70c3b4,7c034e70c3b4,2
req_879a9c54_AgentD,wf_122,req_879a9c54,AgentD,agent,AgentD,low,7c034e70c3b4,7c034e70c3b4,2
req_879a9c54_AgentE,wf_122,req_879a9c54,AgentE,agent,AgentE,low,7c034e70c3b4,7c034e70c3b4,2
req_5b4175c0_User,wf_123,req_5b4175c0,User,user,User,low,7c034e70c3b4,7c034e70c3b4,0
req_5b4175c0_PlannerAgent,wf_123,req_5b4175c0,PlannerAgent,agent,PlannerAgent,low,7c034e70c3b4,7c034e70c3b4,1
req_5b4175c0_AgentA,wf_123,req_5b4175c0,AgentA,agent,AgentA,low,7c034e70c3b4,7c034e70c3b4,1
req_5b4175c0_AgentB,wf_123,req_5b4175c0,AgentB,agent,AgentB,low,7c034e70c3b4,7c034e70c3b4,1
req_5b4175c0_AgentC,wf_123,req_5b4175c0,AgentC,agent,AgentC,low,7c034e70c3b4,7c034e70c3b4,1
req_5b4175c0_AgentD,wf_123,req_5b4175c0,AgentD,agent,AgentD,low,7c034e70c3b4,7c034e70c3b4,1
req_5b4175c0_AgentE,wf_123,req_5b4175c0,AgentE,agent,AgentE,low,7c034e70c3b4,7c034e70c3b4,1
req_5b4175c0_FinalAnswer,wf_123,req_5b4175c0,FinalAnswer,final,FinalAnswer,low,7c034e70c3b4,7c034e70c3b4,1
req_b8697597_User,wf_124,req_b8697597,User,user,User,medium,2ca26547d1b5,2ca26547d1b5,0
req_b8697597_PlannerAgent,wf_124,req_b8697597,PlannerAgent,agent,PlannerAgent,medium,2ca26547d1b5,2ca26547d1b5,1
req_b8697597_AgentA,wf_124,req_b8697597,AgentA,agent,AgentA,medium,2ca26547d1b5,2ca26547d1b5,1
req_b8697597_AgentB,wf_124,req_b8697597,AgentB,agent,AgentB,medium,2ca26547d1b5,2ca26547d1b5,1
req_b8697597_AgentC,wf_124,req_b8697597,AgentC,agent,AgentC,medium,2ca26547d1b5,2ca26547d1b5,1
req_b8697597_FinalAnswer,wf_124,req_b8697597,FinalAnswer,final,FinalAnswer,medium,2ca26547d1b5,2ca26547d1b5,1
req_bd448b24_User,wf_125,req_bd448b24,User,user,User,low,d07b08655a8f,d07b08655a8f,0
req_bd448b24_PlannerAgent,wf_125,req_bd448b24,PlannerAgent,agent,PlannerAgent,low,d07b08655a8f,d07b08655a8f,1
req_bd448b24_RetrievalAgent,wf_125,req_bd448b24,RetrievalAgent,agent,RetrievalAgent,low,d07b08655a8f,d07b08655a8f,1
req_bd448b24_ComplianceAgent,wf_125,req_bd448b24,ComplianceAgent,agent,ComplianceAgent,low,d07b08655a8f,d07b08655a8f,1
req_bd448b24_SummarizerAgent,wf_125,req_bd448b24,SummarizerAgent,agent,SummarizerAgent,low,d07b08655a8f,d07b08655a8f,2
req_bd448b24_FinalAnswer,wf_125,req_bd448b24,FinalAnswer,final,FinalAnswer,low,d07b08655a8f,d07b08655a8f,1
req_1813aa95_User,wf_126,req_1813aa95,User,user,User,high,d411348d672f,d411348d672f,0
req_1813aa95_PlannerAgent,wf_126,req_1813aa95,PlannerAgent,agent,PlannerAgent,high,d411348d672f,d411348d672f,2
req_1813aa95_RetrievalAgent,wf_126,req_1813aa95,RetrievalAgent,agent,RetrievalAgent,high,d411348d672f,d411348d672f,2
req_1813aa95_AnalysisAgent,wf_126,req_1813aa95,AnalysisAgent,agent,AnalysisAgent,high,d411348d672f,d411348d672f,2
req_1813aa95_FinalAnswer,wf_126,req_1813aa95,FinalAnswer,final,FinalAnswer,high,d411348d672f,d411348d672f,2
