edge_id,workflow_id,request_id,source_node,target_node,trust_boundary,protected_boundary,text_changed_on_edge,edge_risk_level,guardrail_check_count
req_3620bc58_User_PlannerAgent,wf_103,req_3620bc58,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_3620bc58_PlannerAgent_RetrievalAgent,wf_103,req_3620bc58,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_3620bc58_RetrievalAgent_ComplianceAgent,wf_103,req_3620bc58,RetrievalAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_3620bc58_ComplianceAgent_FinalAnswer,wf_103,req_3620bc58,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,2
req_f20afc2a_User_PlannerAgent,wf_104,req_f20afc2a,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_f20afc2a_PlannerAgent_MarketDataTool,wf_104,req_f20afc2a,PlannerAgent,MarketDataTool,AGENT_TO_TOOL,True,False,low,1
req_f20afc2a_PlannerAgent_RiskModelTool,wf_104,req_f20afc2a,PlannerAgent,RiskModelTool,AGENT_TO_TOOL,True,False,low,1
req_f20afc2a_MarketDataTool_AggregatorAgent,wf_104,req_f20afc2a,MarketDataTool,AggregatorAgent,TOOL_TO_AGENT,True,False,low,1
req_f20afc2a_RiskModelTool_AggregatorAgent,wf_104,req_f20afc2a,RiskModelTool,AggregatorAgent,TOOL_TO_AGENT,True,False,low,1
req_f20afc2a_AggregatorAgent_ComplianceAgent,wf_104,req_f20afc2a,AggregatorAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_828cd493_User_PlannerAgent,wf_105,req_828cd493,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_828cd493_PlannerAgent_CodeGenTool,wf_105,req_828cd493,PlannerAgent,CodeGenTool,AGENT_TO_TOOL,True,False,low,1
req_828cd493_CodeGenTool_ReviewerAgent,wf_105,req_828cd493,CodeGenTool,ReviewerAgent,TOOL_TO_AGENT,True,True,low,1
req_828cd493_ReviewerAgent_FinalAnswer,wf_105,req_828cd493,ReviewerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_56ebc234_User_PlannerAgent,wf_106,req_56ebc234,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_56ebc234_PlannerAgent_TriageAgent,wf_106,req_56ebc234,PlannerAgent,TriageAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_56ebc234_TriageAgent_ComplianceAgent,wf_106,req_56ebc234,TriageAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,True,high,2
req_56ebc234_ComplianceAgent_FinalAnswer,wf_106,req_56ebc234,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_223586b4_User_PlannerAgent,wf_107,req_223586b4,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_223586b4_PlannerAgent_AgentA,wf_107,req_223586b4,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_223586b4_AgentA_AgentB,wf_107,req_223586b4,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_223586b4_AgentB_AgentC,wf_107,req_223586b4,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_223586b4_AgentC_AgentD,wf_107,req_223586b4,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_223586b4_AgentD_AgentE,wf_107,req_223586b4,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_223586b4_AgentE_FinalAnswer,wf_107,req_223586b4,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_f1df70d1_User_PlannerAgent,wf_108,req_f1df70d1,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_f1df70d1_PlannerAgent_AgentA,wf_108,req_f1df70d1,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_f1df70d1_AgentA_AgentB,wf_108,req_f1df70d1,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_f1df70d1_AgentB_AgentC,wf_108,req_f1df70d1,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_f1df70d1_AgentC_AgentD,wf_108,req_f1df70d1,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_f1df70d1_AgentD_AgentE,wf_108,req_f1df70d1,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_b235aed9_User_PlannerAgent,wf_109,req_b235aed9,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_b235aed9_PlannerAgent_AgentA,wf_109,req_b235aed9,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_b235aed9_AgentA_AgentB,wf_109,req_b235aed9,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_b235aed9_AgentB_AgentC,wf_109,req_b235aed9,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_b235aed9_AgentC_AgentD,wf_109,req_b235aed9,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_b235aed9_AgentD_AgentE,wf_109,req_b235aed9,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_b235aed9_AgentE_FinalAnswer,wf_109,req_b235aed9,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,2
req_166d36f4_User_PlannerAgent,wf_110,req_166d36f4,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_166d36f4_PlannerAgent_AgentA,wf_110,req_166d36f4,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_166d36f4_AgentA_AgentB,wf_110,req_166d36f4,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_166d36f4_AgentB_AgentC,wf_110,req_166d36f4,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_166d36f4_AgentC_FinalAnswer,wf_110,req_166d36f4,AgentC,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_2aa88694_User_PlannerAgent,wf_111,req_2aa88694,User,PlannerAgent,USER_TO_AGENT,True,False,medium,2
req_2aa88694_PlannerAgent_RetrievalAgent,wf_111,req_2aa88694,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_2aa88694_PlannerAgent_ComplianceAgent,wf_111,req_2aa88694,PlannerAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_2aa88694_RetrievalAgent_SummarizerAgent,wf_111,req_2aa88694,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_2aa88694_ComplianceAgent_SummarizerAgent,wf_111,req_2aa88694,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_2aa88694_SummarizerAgent_FinalAnswer,wf_111,req_2aa88694,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,medium,2
req_6f386b11_User_PlannerAgent,wf_112,req_6f386b11,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_6f386b11_PlannerAgent_RetrievalAgent,wf_112,req_6f386b11,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6f386b11_RetrievalAgent_AnalysisAgent,wf_112,req_6f386b11,RetrievalAgent,AnalysisAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6f386b11_AnalysisAgent_FinalAnswer,wf_112,req_6f386b11,AnalysisAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_eec89e22_User_PlannerAgent,wf_113,req_eec89e22,User,PlannerAgent,USER_TO_AGENT,True,False,medium,1
req_eec89e22_PlannerAgent_SearchTool,wf_113,req_eec89e22,PlannerAgent,SearchTool,AGENT_TO_TOOL,True,False,medium,1
req_eec89e22_SearchTool_AnalysisAgent,wf_113,req_eec89e22,SearchTool,AnalysisAgent,TOOL_TO_AGENT,True,False,medium,1
req_eec89e22_AnalysisAgent_DatabaseTool,wf_113,req_eec89e22,AnalysisAgent,DatabaseTool,AGENT_TO_TOOL,True,True,medium,1
req_eec89e22_DatabaseTool_SummarizerAgent,wf_113,req_eec89e22,DatabaseTool,SummarizerAgent,TOOL_TO_AGENT,True,False,medium,1
req_eec89e22_SummarizerAgent_FinalAnswer,wf_113,req_eec89e22,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,medium,1
req_bac8ee69_User_PlannerAgent,wf_114,req_bac8ee69,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_bac8ee69_PlannerAgent_RetrievalAgent,wf_114,req_bac8ee69,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_bac8ee69_PlannerAgent_ComplianceAgent,wf_114,req_bac8ee69,PlannerAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_bac8ee69_RetrievalAgent_SummarizerAgent,wf_114,req_bac8ee69,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_bac8ee69_ComplianceAgent_SummarizerAgent,wf_114,req_bac8ee69,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_bac8ee69_SummarizerAgent_FinalAnswer,wf_114,req_bac8ee69,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_5c15c4dd_User_PlannerAgent,wf_115,req_5c15c4dd,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_5c15c4dd_PlannerAgent_FinanceAgent,wf_115,req_5c15c4dd,PlannerAgent,FinanceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_5c15c4dd_FinanceAgent_PaymentTool,wf_115,req_5c15c4dd,FinanceAgent,PaymentTool,AGENT_TO_TOOL,True,False,high,1
req_5c15c4dd_PaymentTool_SummarizerAgent,wf_115,req_5c15c4dd,PaymentTool,SummarizerAgent,TOOL_TO_AGENT,True,False,high,1
req_5c15c4dd_SummarizerAgent_FinalAnswer,wf_115,req_5c15c4dd,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_1de20fa6_User_PlannerAgent,wf_116,req_1de20fa6,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_1de20fa6_PlannerAgent_AgentA,wf_116,req_1de20fa6,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_1de20fa6_AgentA_AgentB,wf_116,req_1de20fa6,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,True,low,1
req_1de20fa6_AgentB_AgentC,wf_116,req_1de20fa6,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_1de20fa6_AgentC_FinalAnswer,wf_116,req_1de20fa6,AgentC,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_99c527aa_User_PlannerAgent,wf_117,req_99c527aa,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_99c527aa_PlannerAgent_RetrievalAgent,wf_117,req_99c527aa,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_99c527aa_RetrievalAgent_ComplianceAgent,wf_117,req_99c527aa,RetrievalAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_99c527aa_ComplianceAgent_FinalAnswer,wf_117,req_99c527aa,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_be9554fc_User_PlannerAgent,wf_118,req_be9554fc,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_be9554fc_PlannerAgent_MarketDataTool,wf_118,req_be9554fc,PlannerAgent,MarketDataTool,AGENT_TO_TOOL,True,False,high,1
req_be9554fc_PlannerAgent_RiskModelTool,wf_118,req_be9554fc,PlannerAgent,RiskModelTool,AGENT_TO_TOOL,True,False,high,1
req_be9554fc_MarketDataTool_AggregatorAgent,wf_118,req_be9554fc,MarketDataTool,AggregatorAgent,TOOL_TO_AGENT,True,False,high,1
req_be9554fc_RiskModelTool_AggregatorAgent,wf_118,req_be9554fc,RiskModelTool,AggregatorAgent,TOOL_TO_AGENT,True,False,high,1
req_be9554fc_AggregatorAgent_ComplianceAgent,wf_118,req_be9554fc,AggregatorAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_be9554fc_ComplianceAgent_FinalAnswer,wf_118,req_be9554fc,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_a95537e9_User_PlannerAgent,wf_119,req_a95537e9,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_a95537e9_PlannerAgent_CodeGenTool,wf_119,req_a95537e9,PlannerAgent,CodeGenTool,AGENT_TO_TOOL,True,False,high,1
req_a95537e9_CodeGenTool_ReviewerAgent,wf_119,req_a95537e9,CodeGenTool,ReviewerAgent,TOOL_TO_AGENT,True,False,high,1
req_a95537e9_ReviewerAgent_FinalAnswer,wf_119,req_a95537e9,ReviewerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_30e23b2b_User_PlannerAgent,wf_120,req_30e23b2b,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_30e23b2b_PlannerAgent_TriageAgent,wf_120,req_30e23b2b,PlannerAgent,TriageAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_30e23b2b_TriageAgent_ComplianceAgent,wf_120,req_30e23b2b,TriageAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,1
req_ebb6c205_User_PlannerAgent,wf_121,req_ebb6c205,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_ebb6c205_PlannerAgent_AgentA,wf_121,req_ebb6c205,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_ebb6c205_AgentA_AgentB,wf_121,req_ebb6c205,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_ebb6c205_AgentB_AgentC,wf_121,req_ebb6c205,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_ebb6c205_AgentC_AgentD,wf_121,req_ebb6c205,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_ebb6c205_AgentD_AgentE,wf_121,req_ebb6c205,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_ebb6c205_AgentE_FinalAnswer,wf_121,req_ebb6c205,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_879a9c54_User_PlannerAgent,wf_122,req_879a9c54,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_879a9c54_PlannerAgent_AgentA,wf_122,req_879a9c54,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_879a9c54_AgentA_AgentB,wf_122,req_879a9c54,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_879a9c54_AgentB_AgentC,wf_122,req_879a9c54,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_879a9c54_AgentC_AgentD,wf_122,req_879a9c54,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_879a9c54_AgentD_AgentE,wf_122,req_879a9c54,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_5b4175c0_User_PlannerAgent,wf_123,req_5b4175c0,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_5b4175c0_PlannerAgent_AgentA,wf_123,req_5b4175c0,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_5b4175c0_AgentA_AgentB,wf_123,req_5b4175c0,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_5b4175c0_AgentB_AgentC,wf_123,req_5b4175c0,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_5b4175c0_AgentC_AgentD,wf_123,req_5b4175c0,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_5b4175c0_AgentD_AgentE,wf_123,req_5b4175c0,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_5b4175c0_AgentE_FinalAnswer,wf_123,req_5b4175c0,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_b8697597_User_PlannerAgent,wf_124,req_b8697597,User,PlannerAgent,USER_TO_AGENT,True,False,medium,1
req_b8697597_PlannerAgent_AgentA,wf_124,req_b8697597,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_b8697597_AgentA_AgentB,wf_124,req_b8697597,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_b8697597_AgentB_AgentC,wf_124,req_b8697597,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,medium,1
req_b8697597_AgentC_FinalAnswer,wf_124,req_b8697597,AgentC,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,medium,1
req_bd448b24_User_PlannerAgent,wf_125,req_bd448b24,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_bd448b24_PlannerAgent_RetrievalAgent,wf_125,req_bd448b24,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_bd448b24_PlannerAgent_ComplianceAgent,wf_125,req_bd448b24,PlannerAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_bd448b24_RetrievalAgent_SummarizerAgent,wf_125,req_bd448b24,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_bd448b24_ComplianceAgent_SummarizerAgent,wf_125,req_bd448b24,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_bd448b24_SummarizerAgent_FinalAnswer,wf_125,req_bd448b24,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_1813aa95_User_PlannerAgent,wf_126,req_1813aa95,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_1813aa95_PlannerAgent_RetrievalAgent,wf_126,req_1813aa95,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_1813aa95_RetrievalAgent_AnalysisAgent,wf_126,req_1813aa95,RetrievalAgent,AnalysisAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_1813aa95_AnalysisAgent_FinalAnswer,wf_126,req_1813aa95,AnalysisAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_02cf0773_User_PlannerAgent,wf_127,req_02cf0773,User,PlannerAgent,USER_TO_AGENT,True,False,medium,2
req_02cf0773_PlannerAgent_SearchTool,wf_127,req_02cf0773,PlannerAgent,SearchTool,AGENT_TO_TOOL,True,False,medium,2
req_02cf0773_SearchTool_AnalysisAgent,wf_127,req_02cf0773,SearchTool,AnalysisAgent,TOOL_TO_AGENT,True,False,medium,2
req_02cf0773_AnalysisAgent_DatabaseTool,wf_127,req_02cf0773,AnalysisAgent,DatabaseTool,AGENT_TO_TOOL,True,False,medium,2
req_02cf0773_DatabaseTool_SummarizerAgent,wf_127,req_02cf0773,DatabaseTool,SummarizerAgent,TOOL_TO_AGENT,True,False,medium,2
req_aeb0f3ae_User_PlannerAgent,wf_128,req_aeb0f3ae,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_aeb0f3ae_PlannerAgent_RetrievalAgent,wf_128,req_aeb0f3ae,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_aeb0f3ae_PlannerAgent_ComplianceAgent,wf_128,req_aeb0f3ae,PlannerAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_aeb0f3ae_RetrievalAgent_SummarizerAgent,wf_128,req_aeb0f3ae,RetrievalAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_aeb0f3ae_ComplianceAgent_SummarizerAgent,wf_128,req_aeb0f3ae,ComplianceAgent,SummarizerAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_aeb0f3ae_SummarizerAgent_FinalAnswer,wf_128,req_aeb0f3ae,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_992e5e5d_User_PlannerAgent,wf_129,req_992e5e5d,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_992e5e5d_PlannerAgent_FinanceAgent,wf_129,req_992e5e5d,PlannerAgent,FinanceAgent,AGENT_TO_AGENT_INTERNAL,False,True,high,2
req_992e5e5d_FinanceAgent_PaymentTool,wf_129,req_992e5e5d,FinanceAgent,PaymentTool,AGENT_TO_TOOL,True,False,high,2
req_992e5e5d_PaymentTool_SummarizerAgent,wf_129,req_992e5e5d,PaymentTool,SummarizerAgent,TOOL_TO_AGENT,True,False,high,2
req_992e5e5d_SummarizerAgent_FinalAnswer,wf_129,req_992e5e5d,SummarizerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_db61316a_User_PlannerAgent,wf_130,req_db61316a,User,PlannerAgent,USER_TO_AGENT,True,False,medium,2
req_db61316a_PlannerAgent_AgentA,wf_130,req_db61316a,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_db61316a_AgentA_AgentB,wf_130,req_db61316a,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_db61316a_AgentB_AgentC,wf_130,req_db61316a,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,medium,2
req_61a4b74e_User_PlannerAgent,wf_131,req_61a4b74e,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_61a4b74e_PlannerAgent_RetrievalAgent,wf_131,req_61a4b74e,PlannerAgent,RetrievalAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_61a4b74e_RetrievalAgent_ComplianceAgent,wf_131,req_61a4b74e,RetrievalAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_61a4b74e_ComplianceAgent_FinalAnswer,wf_131,req_61a4b74e,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_f7bbc590_User_PlannerAgent,wf_132,req_f7bbc590,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_f7bbc590_PlannerAgent_MarketDataTool,wf_132,req_f7bbc590,PlannerAgent,MarketDataTool,AGENT_TO_TOOL,True,False,low,2
req_f7bbc590_PlannerAgent_RiskModelTool,wf_132,req_f7bbc590,PlannerAgent,RiskModelTool,AGENT_TO_TOOL,True,False,low,2
req_f7bbc590_MarketDataTool_AggregatorAgent,wf_132,req_f7bbc590,MarketDataTool,AggregatorAgent,TOOL_TO_AGENT,True,False,low,2
req_f7bbc590_RiskModelTool_AggregatorAgent,wf_132,req_f7bbc590,RiskModelTool,AggregatorAgent,TOOL_TO_AGENT,True,False,low,2
req_f7bbc590_AggregatorAgent_ComplianceAgent,wf_132,req_f7bbc590,AggregatorAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,low,2
req_4db1bb82_User_PlannerAgent,wf_133,req_4db1bb82,User,PlannerAgent,USER_TO_AGENT,True,False,high,1
req_4db1bb82_PlannerAgent_CodeGenTool,wf_133,req_4db1bb82,PlannerAgent,CodeGenTool,AGENT_TO_TOOL,True,False,high,1
req_4db1bb82_CodeGenTool_ReviewerAgent,wf_133,req_4db1bb82,CodeGenTool,ReviewerAgent,TOOL_TO_AGENT,True,False,high,1
req_4db1bb82_ReviewerAgent_FinalAnswer,wf_133,req_4db1bb82,ReviewerAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,1
req_86c06b41_User_PlannerAgent,wf_134,req_86c06b41,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_86c06b41_PlannerAgent_TriageAgent,wf_134,req_86c06b41,PlannerAgent,TriageAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_86c06b41_TriageAgent_ComplianceAgent,wf_134,req_86c06b41,TriageAgent,ComplianceAgent,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_86c06b41_ComplianceAgent_FinalAnswer,wf_134,req_86c06b41,ComplianceAgent,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_68b7b747_User_PlannerAgent,wf_135,req_68b7b747,User,PlannerAgent,USER_TO_AGENT,True,False,high,2
req_68b7b747_PlannerAgent_AgentA,wf_135,req_68b7b747,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_68b7b747_AgentA_AgentB,wf_135,req_68b7b747,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_68b7b747_AgentB_AgentC,wf_135,req_68b7b747,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_68b7b747_AgentC_AgentD,wf_135,req_68b7b747,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_68b7b747_AgentD_AgentE,wf_135,req_68b7b747,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,high,2
req_68b7b747_AgentE_FinalAnswer,wf_135,req_68b7b747,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,high,2
req_1215cad0_User_PlannerAgent,wf_136,req_1215cad0,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_1215cad0_PlannerAgent_AgentA,wf_136,req_1215cad0,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_1215cad0_AgentA_AgentB,wf_136,req_1215cad0,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_1215cad0_AgentB_AgentC,wf_136,req_1215cad0,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_1215cad0_AgentC_AgentD,wf_136,req_1215cad0,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_1215cad0_AgentD_AgentE,wf_136,req_1215cad0,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6a7b2e50_User_PlannerAgent,wf_137,req_6a7b2e50,User,PlannerAgent,USER_TO_AGENT,True,False,low,1
req_6a7b2e50_PlannerAgent_AgentA,wf_137,req_6a7b2e50,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6a7b2e50_AgentA_AgentB,wf_137,req_6a7b2e50,AgentA,AgentB,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6a7b2e50_AgentB_AgentC,wf_137,req_6a7b2e50,AgentB,AgentC,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6a7b2e50_AgentC_AgentD,wf_137,req_6a7b2e50,AgentC,AgentD,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6a7b2e50_AgentD_AgentE,wf_137,req_6a7b2e50,AgentD,AgentE,AGENT_TO_AGENT_INTERNAL,False,False,low,1
req_6a7b2e50_AgentE_FinalAnswer,wf_137,req_6a7b2e50,AgentE,FinalAnswer,AGENT_TO_FINAL_RESPONSE,True,False,low,1
req_b64e7ddc_User_PlannerAgent,wf_138,req_b64e7ddc,User,PlannerAgent,USER_TO_AGENT,True,False,low,2
req_b64e7ddc_PlannerAgent_AgentA,wf_138,req_b64e7ddc,PlannerAgent,AgentA,AGENT_TO_AGENT_INTERNAL,False,False,low,2
