workflow_id,request_id,step_id,node_id,source_node,target_node,node_type,step_type,agent_name,guardrail_type,policy_id,text_hash,input_text_hash,output_text_hash,text_changed,trust_boundary,risk_level,edge_risk_level,guardrail_result,severity,confidence,latency_ms,estimated_cost_usd,timestamp,workflow_template,behavior_pattern
wf_063,req_06b21266,1,req_06b21266_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,TOXICITY_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,USER_TO_AGENT,low,low,PASS,low,0.765,115.86,0.000238,2025-01-01T16:21:00,code_generation,missing_final_boundary
wf_063,req_06b21266,2,req_06b21266_CodeGenTool,PlannerAgent,CodeGenTool,tool,tool,CodeGenTool,TOXICITY_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_TOOL,low,low,PASS,low,0.924,125.78,0.000225,2025-01-01T16:21:00.347580,code_generation,missing_final_boundary
wf_063,req_06b21266,3,req_06b21266_ReviewerAgent,CodeGenTool,ReviewerAgent,agent,agent,ReviewerAgent,TOXICITY_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,TOOL_TO_AGENT,low,low,PASS,low,0.778,128.07,0.000247,2025-01-01T16:21:00.724920,code_generation,missing_final_boundary
wf_064,req_25aea43b,1,req_25aea43b_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,USER_TO_AGENT,high,high,PASS,low,0.941,279.58,0.000291,2025-01-01T16:28:00,healthcare_triage,text_mutation
wf_064,req_25aea43b,2,req_25aea43b_TriageAgent,PlannerAgent,TriageAgent,agent,agent,TriageAgent,PROMPT_ATTACK_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,high,high,BLOCK,high,0.776,290.36,0.000279,2025-01-01T16:28:00.838740,healthcare_triage,text_mutation
wf_064,req_25aea43b,3,req_25aea43b_ComplianceAgent,TriageAgent,ComplianceAgent,agent,agent,ComplianceAgent,PROMPT_ATTACK_CHECK,policy_v1,d07b08655a8f,093b80bfb1de,d07b08655a8f,True,AGENT_TO_AGENT_INTERNAL,high,high,WARN,low,0.473,273.53,0.000326,2025-01-01T16:28:01.709820,healthcare_triage,text_mutation
wf_064,req_25aea43b,4,req_25aea43b_FinalAnswer,ComplianceAgent,FinalAnswer,final,final,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,high,high,PASS,low,0.824,282.84,0.000323,2025-01-01T16:28:02.530410,healthcare_triage,text_mutation
wf_064,req_25aea43b,5,req_25aea43b_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,USER_TO_AGENT,high,high,WARN,medium,0.586,191.07,6.3e-05,2025-01-01T16:28:03.378930,healthcare_triage,text_mutation
wf_064,req_25aea43b,6,req_25aea43b_TriageAgent,PlannerAgent,TriageAgent,agent,agent,TriageAgent,SENSITIVE_INFO_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,high,high,WARN,high,0.784,209.41,7.4e-05,2025-01-01T16:28:03.952140,healthcare_triage,text_mutation
wf_064,req_25aea43b,7,req_25aea43b_ComplianceAgent,TriageAgent,ComplianceAgent,agent,agent,ComplianceAgent,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,093b80bfb1de,d07b08655a8f,True,AGENT_TO_AGENT_INTERNAL,high,high,WARN,low,0.918,153.34,6.4e-05,2025-01-01T16:28:04.580370,healthcare_triage,text_mutation
wf_064,req_25aea43b,8,req_25aea43b_FinalAnswer,ComplianceAgent,FinalAnswer,final,final,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,high,high,WARN,low,0.903,159.44,6.5e-05,2025-01-01T16:28:05.040390,healthcare_triage,text_mutation
wf_065,req_cb531f31,1,req_cb531f31_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,USER_TO_AGENT,medium,medium,PASS,low,0.882,299.02,0.000316,2025-01-01T16:35:00,long_chain,normal_duplicate
wf_065,req_cb531f31,2,req_cb531f31_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.923,302.33,0.000362,2025-01-01T16:35:00.897060,long_chain,normal_duplicate
wf_065,req_cb531f31,3,req_cb531f31_AgentB,AgentA,AgentB,agent,agent,AgentB,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.954,308.53,0.000344,2025-01-01T16:35:01.804050,long_chain,normal_duplicate
wf_065,req_cb531f31,4,req_cb531f31_AgentC,AgentB,AgentC,agent,agent,AgentC,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.952,355.47,0.000317,2025-01-01T16:35:02.729640,long_chain,normal_duplicate
wf_065,req_cb531f31,5,req_cb531f31_AgentD,AgentC,AgentD,agent,agent,AgentD,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,medium,medium,BLOCK,high,0.947,349.31,0.000338,2025-01-01T16:35:03.796050,long_chain,normal_duplicate
wf_065,req_cb531f31,6,req_cb531f31_AgentE,AgentD,AgentE,agent,agent,AgentE,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,medium,medium,BLOCK,medium,0.843,288.07,0.000348,2025-01-01T16:35:04.843980,long_chain,normal_duplicate
wf_065,req_cb531f31,7,req_cb531f31_FinalAnswer,AgentE,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v2,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_FINAL_RESPONSE,medium,medium,PASS,low,0.947,361.09,0.000363,2025-01-01T16:35:05.708190,long_chain,normal_duplicate
wf_066,req_11bb1c37,1,req_11bb1c37_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,USER_TO_AGENT,medium,medium,PASS,low,0.7,255.28,0.000243,2025-01-01T16:42:00,long_chain,normal_duplicate
wf_066,req_11bb1c37,2,req_11bb1c37_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.738,229.77,0.000241,2025-01-01T16:42:00.765840,long_chain,normal_duplicate
wf_066,req_11bb1c37,3,req_11bb1c37_AgentB,AgentA,AgentB,agent,agent,AgentB,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,WARN,medium,0.433,205.79,0.000237,2025-01-01T16:42:01.455150,long_chain,normal_duplicate
wf_066,req_11bb1c37,4,req_11bb1c37_AgentC,AgentB,AgentC,agent,agent,AgentC,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,WARN,low,0.888,227.75,0.00027,2025-01-01T16:42:02.072520,long_chain,normal_duplicate
wf_066,req_11bb1c37,5,req_11bb1c37_AgentD,AgentC,AgentD,agent,agent,AgentD,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,WARN,low,0.824,183.83,0.000244,2025-01-01T16:42:02.755770,long_chain,normal_duplicate
wf_066,req_11bb1c37,6,req_11bb1c37_AgentE,AgentD,AgentE,agent,agent,AgentE,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.872,212.8,0.000233,2025-01-01T16:42:03.307260,long_chain,normal_duplicate
wf_066,req_11bb1c37,7,req_11bb1c37_FinalAnswer,AgentE,FinalAnswer,final,final,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v2,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_FINAL_RESPONSE,medium,medium,PASS,low,0.735,247.19,0.000269,2025-01-01T16:42:03.945660,long_chain,normal_duplicate
wf_067,req_f7bdd384,1,req_f7bdd384_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,TOXICITY_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,USER_TO_AGENT,low,low,PASS,low,0.787,120.37,0.000239,2025-01-01T16:49:00,long_chain,policy_drift
wf_067,req_f7bdd384,2,req_f7bdd384_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,TOXICITY_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.886,134.5,0.000206,2025-01-01T16:49:00.361110,long_chain,policy_drift
wf_067,req_f7bdd384,3,req_f7bdd384_AgentB,AgentA,AgentB,agent,agent,AgentB,TOXICITY_CHECK,policy_v1,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.877,109.88,0.000218,2025-01-01T16:49:00.764610,long_chain,policy_drift
wf_067,req_f7bdd384,4,req_f7bdd384_AgentC,AgentB,AgentC,agent,agent,AgentC,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.744,121.76,0.000233,2025-01-01T16:49:01.094250,long_chain,policy_drift
wf_067,req_f7bdd384,5,req_f7bdd384_AgentD,AgentC,AgentD,agent,agent,AgentD,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.725,106.82,0.000236,2025-01-01T16:49:01.459530,long_chain,policy_drift
wf_067,req_f7bdd384,6,req_f7bdd384_AgentE,AgentD,AgentE,agent,agent,AgentE,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.811,148.24,0.000217,2025-01-01T16:49:01.779990,long_chain,policy_drift
wf_067,req_f7bdd384,7,req_f7bdd384_FinalAnswer,AgentE,FinalAnswer,final,final,FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,low,low,PASS,low,0.78,106.04,0.000227,2025-01-01T16:49:02.224710,long_chain,policy_drift
wf_068,req_40bac85c,1,req_40bac85c_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,TOXICITY_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,USER_TO_AGENT,medium,medium,PASS,low,0.848,158.58,0.000248,2025-01-01T16:56:00,repeated_handoff,text_mutation
wf_068,req_40bac85c,2,req_40bac85c_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,TOXICITY_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.96,170.0,0.000258,2025-01-01T16:56:00.475740,repeated_handoff,text_mutation
wf_068,req_40bac85c,3,req_40bac85c_AgentB,AgentA,AgentB,agent,agent,AgentB,TOXICITY_CHECK,policy_v3,d07b08655a8f,1457148eef7a,d07b08655a8f,True,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.885,121.22,0.000279,2025-01-01T16:56:00.985740,repeated_handoff,text_mutation
wf_068,req_40bac85c,4,req_40bac85c_AgentC,AgentB,AgentC,agent,agent,AgentC,TOXICITY_CHECK,policy_v3,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.805,134.77,0.000253,2025-01-01T16:56:01.349400,repeated_handoff,text_mutation
wf_068,req_40bac85c,5,req_40bac85c_FinalAnswer,AgentC,FinalAnswer,final,final,FinalAnswer,TOXICITY_CHECK,policy_v3,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,medium,medium,PASS,low,0.822,147.46,0.000242,2025-01-01T16:56:01.753710,repeated_handoff,text_mutation
wf_068,req_40bac85c,6,req_40bac85c_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,USER_TO_AGENT,medium,medium,PASS,low,0.986,181.99,0.000263,2025-01-01T16:56:02.196090,repeated_handoff,text_mutation
wf_068,req_40bac85c,7,req_40bac85c_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,PROMPT_ATTACK_CHECK,policy_v3,1457148eef7a,1457148eef7a,1457148eef7a,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.763,252.34,0.000282,2025-01-01T16:56:02.742060,repeated_handoff,text_mutation
wf_068,req_40bac85c,8,req_40bac85c_AgentB,AgentA,AgentB,agent,agent,AgentB,PROMPT_ATTACK_CHECK,policy_v3,d411348d672f,1457148eef7a,d411348d672f,True,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.882,217.44,0.000254,2025-01-01T16:56:03.499080,repeated_handoff,text_mutation
wf_068,req_40bac85c,9,req_40bac85c_AgentC,AgentB,AgentC,agent,agent,AgentC,PROMPT_ATTACK_CHECK,policy_v3,d411348d672f,d411348d672f,d411348d672f,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.724,220.38,0.000265,2025-01-01T16:56:04.151400,repeated_handoff,text_mutation
wf_068,req_40bac85c,10,req_40bac85c_FinalAnswer,AgentC,FinalAnswer,final,final,FinalAnswer,PROMPT_ATTACK_CHECK,policy_v3,d411348d672f,d411348d672f,d411348d672f,False,AGENT_TO_FINAL_RESPONSE,medium,medium,PASS,low,0.79,218.29,0.000243,2025-01-01T16:56:04.812540,repeated_handoff,text_mutation
wf_069,req_a48921b3,1,req_a48921b3_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,USER_TO_AGENT,high,high,PASS,low,0.942,393.97,0.00037,2025-01-01T17:03:00,multi_branch,high_risk_duplicate
wf_069,req_a48921b3,2,req_a48921b3_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,GROUNDING_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.912,417.19,0.000369,2025-01-01T17:03:01.181910,multi_branch,high_risk_duplicate
wf_069,req_a48921b3,3,req_a48921b3_ComplianceAgent,PlannerAgent,ComplianceAgent,agent,agent,ComplianceAgent,GROUNDING_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.826,362.0,0.000414,2025-01-01T17:03:02.433480,multi_branch,high_risk_duplicate
wf_069,req_a48921b3,4,req_a48921b3_SummarizerAgent,RetrievalAgent,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.915,402.34,0.000374,2025-01-01T17:03:03.519480,multi_branch,high_risk_duplicate
wf_069,req_a48921b3,5,req_a48921b3_SummarizerAgent,ComplianceAgent,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.903,321.35,0.000442,2025-01-01T17:03:04.726500,multi_branch,high_risk_duplicate
wf_069,req_a48921b3,6,req_a48921b3_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_FINAL_RESPONSE,high,high,PASS,low,0.927,399.55,0.000378,2025-01-01T17:03:05.690550,multi_branch,high_risk_duplicate
wf_070,req_fe4c26e1,1,req_fe4c26e1_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,USER_TO_AGENT,medium,medium,PASS,low,0.779,120.83,0.00027,2025-01-01T17:10:00,linear,normal_duplicate
wf_070,req_fe4c26e1,2,req_fe4c26e1_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.722,142.43,0.000252,2025-01-01T17:10:00.362490,linear,normal_duplicate
wf_070,req_fe4c26e1,3,req_fe4c26e1_AnalysisAgent,RetrievalAgent,AnalysisAgent,agent,agent,AnalysisAgent,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_AGENT_INTERNAL,medium,medium,PASS,low,0.864,137.6,0.000246,2025-01-01T17:10:00.789780,linear,normal_duplicate
wf_070,req_fe4c26e1,4,req_fe4c26e1_FinalAnswer,AnalysisAgent,FinalAnswer,final,final,FinalAnswer,TOXICITY_CHECK,policy_v2,d07b08655a8f,d07b08655a8f,d07b08655a8f,False,AGENT_TO_FINAL_RESPONSE,medium,medium,PASS,low,0.866,157.2,0.000245,2025-01-01T17:10:01.202580,linear,normal_duplicate
wf_071,req_640eec60,1,req_640eec60_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v1,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,USER_TO_AGENT,low,low,PASS,low,0.967,119.81,5.5e-05,2025-01-01T17:17:00,tool_heavy,policy_drift
wf_071,req_640eec60,2,req_640eec60_SearchTool,PlannerAgent,SearchTool,tool,tool,SearchTool,SENSITIVE_INFO_CHECK,policy_v1,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_TOOL,low,low,PASS,low,0.933,147.63,5.2e-05,2025-01-01T17:17:00.359430,tool_heavy,policy_drift
wf_071,req_640eec60,3,req_640eec60_AnalysisAgent,SearchTool,AnalysisAgent,agent,agent,AnalysisAgent,SENSITIVE_INFO_CHECK,policy_v1,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,TOOL_TO_AGENT,low,low,PASS,low,0.772,158.12,4.8e-05,2025-01-01T17:17:00.802320,tool_heavy,policy_drift
wf_071,req_640eec60,4,req_640eec60_DatabaseTool,AnalysisAgent,DatabaseTool,tool,tool,DatabaseTool,SENSITIVE_INFO_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_TOOL,low,low,PASS,low,0.735,145.51,4.6e-05,2025-01-01T17:17:01.276680,tool_heavy,policy_drift
wf_071,req_640eec60,5,req_640eec60_SummarizerAgent,DatabaseTool,SummarizerAgent,agent,agent,SummarizerAgent,SENSITIVE_INFO_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,TOOL_TO_AGENT,low,low,PASS,low,0.85,112.89,4.9e-05,2025-01-01T17:17:01.713210,tool_heavy,policy_drift
wf_071,req_640eec60,6,req_640eec60_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,SENSITIVE_INFO_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_FINAL_RESPONSE,low,low,PASS,low,0.951,150.72,4.8e-05,2025-01-01T17:17:02.051880,tool_heavy,policy_drift
wf_072,req_89f16dff,1,req_89f16dff_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,USER_TO_AGENT,low,low,PASS,low,0.914,246.23,0.000292,2025-01-01T17:24:00,multi_branch,normal_duplicate
wf_072,req_89f16dff,2,req_89f16dff_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,GROUNDING_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,BLOCK,medium,0.912,277.84,0.000318,2025-01-01T17:24:00.738690,multi_branch,normal_duplicate
wf_072,req_89f16dff,3,req_89f16dff_ComplianceAgent,PlannerAgent,ComplianceAgent,agent,agent,ComplianceAgent,GROUNDING_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,BLOCK,low,0.97,277.32,0.000308,2025-01-01T17:24:01.572210,multi_branch,normal_duplicate
wf_072,req_89f16dff,4,req_89f16dff_SummarizerAgent,RetrievalAgent,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,BLOCK,low,0.703,299.93,0.000293,2025-01-01T17:24:02.404170,multi_branch,normal_duplicate
wf_072,req_89f16dff,5,req_89f16dff_SummarizerAgent,ComplianceAgent,SummarizerAgent,agent,agent,SummarizerAgent,GROUNDING_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_AGENT_INTERNAL,low,low,BLOCK,low,0.789,323.24,0.000295,2025-01-01T17:24:03.303960,multi_branch,normal_duplicate
wf_072,req_89f16dff,6,req_89f16dff_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v2,9c949bfb5eea,9c949bfb5eea,9c949bfb5eea,False,AGENT_TO_FINAL_RESPONSE,low,low,BLOCK,low,0.649,316.81,0.000324,2025-01-01T17:24:04.273680,multi_branch,normal_duplicate
wf_073,req_4e8853d1,1,req_4e8853d1_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PII_CHECK,policy_v3,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,USER_TO_AGENT,high,high,PASS,low,0.847,164.08,6.6e-05,2025-01-01T17:31:00,high_risk_finance,policy_drift
wf_073,req_4e8853d1,2,req_4e8853d1_FinanceAgent,PlannerAgent,FinanceAgent,agent,agent,FinanceAgent,PII_CHECK,policy_v1,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_AGENT_INTERNAL,high,high,PASS,low,0.98,140.29,6.4e-05,2025-01-01T17:31:00.492240,high_risk_finance,policy_drift
wf_073,req_4e8853d1,3,req_4e8853d1_PaymentTool,FinanceAgent,PaymentTool,tool,tool,PaymentTool,PII_CHECK,policy_v1,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_TOOL,high,high,PASS,low,0.932,167.85,7.1e-05,2025-01-01T17:31:00.913110,high_risk_finance,policy_drift
wf_073,req_4e8853d1,4,req_4e8853d1_SummarizerAgent,PaymentTool,SummarizerAgent,agent,agent,SummarizerAgent,PII_CHECK,policy_v1,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,TOOL_TO_AGENT,high,high,PASS,low,0.779,130.66,6.3e-05,2025-01-01T17:31:01.416660,high_risk_finance,policy_drift
wf_073,req_4e8853d1,5,req_4e8853d1_FinalAnswer,SummarizerAgent,FinalAnswer,final,final,FinalAnswer,PII_CHECK,policy_v1,7c034e70c3b4,7c034e70c3b4,7c034e70c3b4,False,AGENT_TO_FINAL_RESPONSE,high,high,WARN,low,0.454,135.99,6.7e-05,2025-01-01T17:31:01.808640,high_risk_finance,policy_drift
wf_074,req_6b342c9e,1,req_6b342c9e_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,SENSITIVE_INFO_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,USER_TO_AGENT,low,low,PASS,low,0.735,118.7,5.2e-05,2025-01-01T17:38:00,repeated_handoff,missing_final_boundary
wf_074,req_6b342c9e,2,req_6b342c9e_AgentA,PlannerAgent,AgentA,agent,agent,AgentA,SENSITIVE_INFO_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.902,112.6,5.3e-05,2025-01-01T17:38:00.356100,repeated_handoff,missing_final_boundary
wf_074,req_6b342c9e,3,req_6b342c9e_AgentB,AgentA,AgentB,agent,agent,AgentB,SENSITIVE_INFO_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.726,123.41,4.9e-05,2025-01-01T17:38:00.693900,repeated_handoff,missing_final_boundary
wf_074,req_6b342c9e,4,req_6b342c9e_AgentC,AgentB,AgentC,agent,agent,AgentC,SENSITIVE_INFO_CHECK,policy_v1,093b80bfb1de,093b80bfb1de,093b80bfb1de,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.896,124.03,5.5e-05,2025-01-01T17:38:01.064130,repeated_handoff,missing_final_boundary
wf_075,req_7ec2803b,1,req_7ec2803b_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,USER_TO_AGENT,low,low,PASS,low,0.73,303.56,0.000277,2025-01-01T17:45:00,rag_customer_support,normal_duplicate
wf_075,req_7ec2803b,2,req_7ec2803b_RetrievalAgent,PlannerAgent,RetrievalAgent,agent,agent,RetrievalAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.926,244.12,0.000282,2025-01-01T17:45:00.910680,rag_customer_support,normal_duplicate
wf_075,req_7ec2803b,3,req_7ec2803b_ComplianceAgent,RetrievalAgent,ComplianceAgent,agent,agent,ComplianceAgent,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_AGENT_INTERNAL,low,low,PASS,low,0.899,318.51,0.000275,2025-01-01T17:45:01.643040,rag_customer_support,normal_duplicate
wf_075,req_7ec2803b,4,req_7ec2803b_FinalAnswer,ComplianceAgent,FinalAnswer,final,final,FinalAnswer,GROUNDING_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,AGENT_TO_FINAL_RESPONSE,low,low,PASS,low,0.966,228.8,0.00033,2025-01-01T17:45:02.598570,rag_customer_support,normal_duplicate
wf_075,req_7ec2803b,5,req_7ec2803b_PlannerAgent,User,PlannerAgent,agent,agent,PlannerAgent,PROMPT_ATTACK_CHECK,policy_v2,878d18e94f35,878d18e94f35,878d18e94f35,False,USER_TO_AGENT,low,low,PASS,low,0.887,211.27,0.000207,2025-01-01T17:45:03.284970,rag_customer_support,normal_duplicate
